dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"STD Price","Canada","BubbleBrew","Retail","Actual",1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760
"STD Price","UK","BubbleBrew","Retail","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051
"STD Price","France","BubbleBrew","Retail","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215
"STD Price","Singapore","BubbleBrew","Retail","Actual",2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134
"STD Price","Thailand","BubbleBrew","Retail","Actual",52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937
"STD Price","Australia","BubbleBrew","Retail","Actual",1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700
"STD Price","USA","Druidjuice","Retail","Actual",2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480,2.5467480
"STD Price","Canada","Druidjuice","Retail","Actual",2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744,2.3302744
"STD Price","UK","Druidjuice","Retail","Actual",1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301,1.6881301
"STD Price","France","Druidjuice","Retail","Actual",2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682,2.0989682
"STD Price","Singapore","Druidjuice","Retail","Actual",3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724,3.3107724
"STD Price","Thailand","Druidjuice","Retail","Actual",73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044,73.2190044
"STD Price","Australia","Druidjuice","Retail","Actual",2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122,2.6195122
"STD Price","USA","DarkSecret","Retail","Actual",1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319,1.6978319
"STD Price","Canada","DarkSecret","Retail","Actual",1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163,1.5535163
"STD Price","UK","DarkSecret","Retail","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201
"STD Price","France","DarkSecret","Retail","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121
"STD Price","Singapore","DarkSecret","Retail","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815
"STD Price","Thailand","DarkSecret","Retail","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683
"STD Price","Australia","DarkSecret","Retail","Actual",1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414,1.7463414
"STD Price","USA","Glandopop","Retail","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292
"STD Price","Canada","Glandopop","Retail","Actual",1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082
"STD Price","UK","Glandopop","Retail","Actual",1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770
"STD Price","France","Glandopop","Retail","Actual",1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339
"STD Price","Singapore","Glandopop","Retail","Actual",2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680
"STD Price","Thailand","Glandopop","Retail","Actual",49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134
"STD Price","Australia","Glandopop","Retail","Actual",1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472
"STD Price","USA","Birdy","Retail","Actual",1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180,1.8393180
"STD Price","Canada","Birdy","Retail","Actual",1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760,1.6829760
"STD Price","UK","Birdy","Retail","Actual",1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051,1.2192051
"STD Price","France","Birdy","Retail","Actual",1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215,1.5159215
"STD Price","Singapore","Birdy","Retail","Actual",2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134,2.3911134
"STD Price","Thailand","Birdy","Retail","Actual",52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937,52.8803937
"STD Price","Australia","Birdy","Retail","Actual",1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700,1.8918700
